1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,2.658823529411764031e-01
1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,4.313725490196069767e-01
4.000000000000000000e+00,4.000000000000000000e+00,5.425490196078428529e-01
4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.900000000000000000e+01,4.117647058823529216e-01
7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,4.000000000000000000e+00,3.736000000000002097e-01
7.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,1.600000000000000000e+01,5.068627450980389693e-01
7.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+00,9.759999999999990905e-02
1.000000000000000000e+01,7.000000000000000000e+00,1.039215686274510414e-02
1.000000000000000000e+01,1.000000000000000000e+01,1.511999999999999456e-01
1.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,4.000000000000000000e+00,9.803921568627446126e-01
1.300000000000000000e+01,7.000000000000000000e+00,4.976470588235296089e-01
1.300000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+00,3.921568627450973676e-01
1.600000000000000000e+01,4.000000000000000000e+00,9.992156862745098511e-01
1.600000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+01,4.119999999999999774e-01
1.600000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+01,1.600000000000000000e+01,8.030000000000001581e-01
1.600000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000000e+01,4.000000000000000000e+00,8.564705882352935395e-01
1.900000000000000000e+01,7.000000000000000000e+00,3.627450980392153967e-01
1.900000000000000000e+01,1.000000000000000000e+01,3.529411764705877586e-01
1.900000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
